num,x,y,spp,dbh01,dbh04,hgt
323,48.96116057,19.16998549,lc,25.97408671,26.32422759,21.5
324,46.85313667,18.43233146,lc,27.24732626,27.08817131,19.5
325,44.28159432,19.39615976,bp,2.41,2.864788976,4
326,41.98332881,21.73480812,lc,11.93662073,12.35042358,11.4
327,43.93244754,20.28046017,bp,4.074366543,4.61549335,3.9
328,45.71223406,21.09938367,lc,16.74310001,17.18873385,15.1
329,45.00235043,23.27001643,lc,16.87042397,17.44338176,17.6
330,46.79116826,24.72944648,lc,15.9473253,16.39295914,15.6
331,44.91911042,26.49485715,lc,22.85464983,23.33211466,20.6
332,44.87142837,27.50988818,sorbus comixta,4.742817304,5.188451145,6.2
333,44.18597937,27.81577581,lc,11.71380381,12.19126864,11.3
334,42.07746644,24.93668822,bp,6.970986507,7.034648485,9.4
335,41.48649521,24.85692706,bp,3.19,3.278591828,3.6
336,41.99849163,25.02611145,bp,0.78,0.73,2
337,41.97047422,25.00003002,bp,1.46,1.65,3.5
338,41.80943908,24.94226602,bp,0.78,0.77,1.7
339,41.88773344,24.88706458,bp,1.53,1.71,3.6
340,41.55420395,24.839164,bp,1.24,1.33,2.4
341,41.38976844,24.88230285,bp,1.14,1.2,1.5
342,41.48978742,25.90736237,bp,0.84,0.84,2
343,41.33442637,25.81367879,bp,1.75,2.100845249,3.85
344,41.59433748,26.19418979,bp,1.06,1.09,2.7
345,41.59772594,26.48046368,bp,0.97,0,1.9
346,41.75545811,26.1399667,lc,12.09577567,12.73239545,12.6
347,46.98069088,28.88117053,lc,26.64253747,26.73803044,19
348,48.13468204,27.76444651,lc,10.72704316,10.9180291,8.5
349,50.94781528,23.67571105,lc,21.77239621,22.24986104,18.2
350,50.24990056,24.25971371,bp,4.647324338,5.347606088,7
351,51.99723246,25.13768545,lc,7.448451337,0,6.8
352,51.22113068,27.36634601,lc,10.3450713,10.47239526,11.8
353,50.92945859,29.79529369,lc,6.238873769,6.620845633,4.7
354,52.89791029,29.22225145,lc,27.34281922,27.37465021,19.4
355,58.06893086,28.29827524,lc,21.32676237,21.51774831,18.1
356,54.34095821,23.45429386,bp,0.91,1.15,2.4
357,55.52468266,30.14690272,lc,20.05352283,20.34000173,16.7
358,57.65267701,31.04328641,lc,14.96056465,15.05605762,17.4
359,58.18935796,32.88338757,lc,21.86788918,22.85464983,17.9
360,58.90482336,35.66175559,lc,25.87859375,26.70619945,18.1
361,55.24274298,36.06023056,lc,24.82817112,25.62394584,17.2
362,54.12637942,35.87845966,lc,9.740282517,10.12225438,7.6
363,49.09484622,31.69434569,lc,14.19662092,14.41943784,12.5
364,48.30982514,31.48790284,lc,15.02422663,15.50169146,14.9
365,47.65908721,32.86898487,lc,29.41183348,30.04845326,19.5
366,46.99462976,33.56187469,lc,8.307888029,8.721690881,7.2
367,46.16801231,31.56533686,bp,3.75,4.551831372,6
368,46.07217627,31.48121188,bp,6.875493542,7.161972439,5.1
369,45.8706027,31.3603271,bp,2.21,2.355493158,1.9
370,43.72842713,33.60514669,lc,16.61577606,16.61577606,15.6
371,41.1644353,32.32564816,lc,8.05324012,7.766761223,6.8
372,42.83335453,35.45691701,lc,21.58141028,21.89972017,16.1
373,41.3718795,38.890051,lc,15.9473253,15.75633937,13.7
374,42.97025744,41.07107673,lc,25.40112892,25.52845287,17.5
375,41.20610973,42.38492289,bp,3.59,0,4
376,41.42147761,42.17811395,bp,9.103662745,9.45380362,3.7
377,43.89162982,45.45955758,bp,2.6,2.47,3.6
378,43.99575369,45.33807417,bp,1.84,1.87,3.5
379,43.99146281,45.76436255,bp,3.35,3.947042589,3.8
380,45.32810974,45.80719108,lc,28.71155173,29.0935236,17.9
381,40.21012251,48.31303571,bp,4.9,5.156620156,5.5
382,40.10706909,48.14308422,bp,0.82,0.92,1.9
383,41.21848424,49.05824836,lc,19.03493119,18.93943823,13.6
384,51.82066451,43.40010826,bp,6.90732453,7.384789359,2.7
385,52.08192628,43.63370528,bp,4.806479281,5.252113122,5.5
386,54.81910557,42.76340323,lc,25.52845287,25.81493177,18.1
387,56.70512746,42.45833474,bp,4.010704566,4.551831372,6.2
388,56.641903,40.5170266,lc,19.51239602,19.76704393,14.7
389,57.68435541,43.11920134,lc,21.70873424,21.74056523,17.8
390,59.24344693,42.67898727,lc,14.70591674,15.05605762,11.4
391,56.6048896,44.28198239,bp,6.175211792,0,4.9
392,56.66615475,44.38516467,bp,1.99,2.01,3.4
393,56.64079023,44.11067833,bp,3.59,3.69239468,5.7
394,56.6127641,43.9886247,bp,1.96,2.09,4.6
395,56.50970959,44.3043637,bp,1.09,1.19,2.5
396,56.61273539,44.42892843,bp,1.1,0,1.9
397,56.71268481,44.48547746,bp,0.67,0.7,1.6
398,55.38592072,45.65191164,lc,14.89690267,14.99239564,13.6
399,53.72220849,47.11253852,lc,24.0642274,24.44619926,17.1
400,50.58367272,49.73697816,bp,3.82,4.424507418,5.2
401,66.61893456,0.557050436,bp,7.989578143,0,3.8
402,66.53471108,0.374789734,bp,4.233521486,4.424507418,4
403,66.56178935,0.290792642,bp,0.74,0,1.7
404,66.56178935,0.290792642,bp,0.75,0,0
405,0,0,lc,0,0,9.5
406,66.99738226,3.127279528,lc,27.31098823,27.75662208,19.9
407,65.23797052,5.401361588,lc,26.06957968,26.92901637,21.3
408,61.73398257,6.440090477,lc,27.34281922,26.76986143,20.6
409,61.11679501,6.661022757,lc,7.18,7.31,5.1
410,60.68791657,9.054113058,lc,21.64507226,22.18619907,20.3
411,68.36649351,9.652787476,bp,4.583662361,4.710986316,3.7
412,68.51609582,9.627269032,bp,2.62,2.59,4.1
413,69.87801542,5.341596866,lc,13.87831104,13.973804,14.3
414,71.09286863,0.83492836,lc,13.62366313,13.91014203,12.1
415,73.47826153,3.67306577,lc,20.11718481,20.18084678,17
416,71.37005083,-1.841003366,lc,12.95521237,12.19126864,11.3
417,77.95397543,0.487152117,lc,24.00056542,23.7777485,19.8
418,77.76586343,3.007585164,lc,15.11971959,15.02422663,12.3
419,70.52641215,5.450352734,bp,2.94,3.119436885,6.2
420,70.33965363,5.482751345,bp,1.46,1.61,3.6
421,70.4092017,5.588939587,bp,1.75,1.9,4.2
422,70.35144694,5.814729991,lc,21.29493139,21.32676237,18.8
423,74.28673559,7.862712475,lc,16.83859298,17.02957891,15.5
424,77.81625301,9.081801299,lc,24.66901618,0,19.2
425,76.29927055,11.33895129,bp,12.00028271,12.25493062,14.5
426,76.43705143,11.78515235,bp,7.257465405,7.416620348,9.5
427,76.53608144,11.47296957,bp,1.63,1.6,1.7
428,74.83573739,12.26522492,bp,2.41,2.59,3.4
429,71.45795566,11.39812921,lc,15.62901541,15.6608464,14.1
430,70.52004641,15.60593005,lc,27.18366428,0,19.3
431,74.30874966,17.05886509,lc,19.22591713,19.73521294,15.5
432,80.09366675,12.85621979,lc,12.0321137,11.65014183,12.3
433,78.30769033,16.72743498,lc,26.13324166,25.91042474,19.2
434,74.55172368,18.41823684,bp,4.870141259,5.283944111,6.1
435,74.70785919,18.3893064,bp,4.965634224,5.029296202,7.2
436,74.62978817,18.28403051,bp,1.09,1.38,2.4
437,74.68750831,18.25150688,bp,0.59,1.28,2.2
438,74.77650853,18.44245025,bp,0.75,0.97,2.6
439,74.77650853,18.44245025,bp,0.51,0.92,2.1
440,69.89200171,18.83934027,bp,5.793239929,6.302535746,6.8
441,70.45039488,19.20899259,lc,30.81239698,31.28986181,20.7
442,68.63994171,10.55780055,lc,13.81464906,14.35577587,13.3
443,64.5739028,11.21287642,bp,4.233521486,4.520000384,5.5
444,63.97108876,11.40297159,lc,22.02704412,22.28169203,17.8
445,61.62399218,12.11945581,lc,20.05352283,20.37183272,19.5
446,62.37511071,13.57175914,bp,1.87,2.2,3.8
447,62.25738677,13.62690506,bp,2.98,3.405915782,4.3
448,62.36710258,15.92068214,lc,19.38507207,19.63971998,16.8
449,67.91867609,16.64151269,lc,31.3216928,31.3216928,20.5
450,67.00941468,18.08460262,bp,10.0585924,9.67662054,10.4
451,66.95602072,18.36326432,bp,9.167324722,9.358310654,9
452,66.86633729,18.42616509,bp,2.57,3.469577759,4.6
453,67.06337525,18.52857755,bp,2.6,3.246760839,3.1
454,64.64771668,19.73576722,lc,19.576058,20.11718481,15.2
455,64.83810647,22.94716687,lc,27.75662208,28.29774888,20.6
456,61.64036047,24.71525526,lc,21.83605819,21.93155116,18.4
457,64.70410362,24.53505887,bp,1.6,1.65,2.5
458,69.70746894,23.79689388,lc,18.1754945,18.23915648,16.5
459,63.37490566,26.175,bp,0.56,0.98,2.2
459.1,63.37490566,26.175,bp,0.5,0.82,0
459.2,63.37490566,26.175,bp,0.33,0.65,0
460,65.12256502,27.35176888,lc,14.00563499,13.59183214,17.2
461,61.02933599,27.66331705,bp,13.33718423,13.94197301,14
462,61.47266156,27.82640869,bp,9.135493733,9.230986699,9.5
463,61.55963182,27.76995853,bp,7.416620348,7.60760628,9.8
464,61.25990052,27.98218904,bp,3.32,3.405915782,3.9
465,61.33360575,28.11042047,bp,2.63,2.8,3.3
466,63.2499069,28.89462986,lc,16.67943804,16.04281826,16.6
467,78.3886212,20.45143286,lc,23.74591751,23.17295971,19.1
468,77.66972415,22.8728525,lc,36.16000307,36.73296087,20.8
469,72.91616967,25.00957372,lc,17.66619868,0,15.4
470,71.06345975,26.21662144,bp,2.52,2.84,4.7
471,70.97710461,26.3277709,bp,3.59,3.756056657,5.7
472,71.04104503,26.34538302,bp,5.188451145,5.411268065,7.5
473,71.07300416,26.49036155,bp,2.75,2.928450953,3.8
474,71.13635501,26.37388675,bp,1.63,1.92,3.8
475,71.98534618,27.15407299,lc,20.08535382,20.1490158,16.6
476,70.83865943,28.27284906,lc,20.91295952,21.32676237,18.8
477,69.53653332,29.17072403,bp,1.42,1.49,2.4
478,69.75883133,29.45060244,bp,1.11,1.22,2.3
479,73.43188828,26.87722194,bp,2.71,0,4.4
480,73.52820816,26.68679201,bp,0.66,0.98,2
481,73.53720108,26.77009156,bp,1.29,1.48,3.9
482,73.56502923,26.84592857,bp,1.09,0,1.6
483,78.1740831,26.53030758,lc,20.94479051,21.00845249,19.4
484,76.98300866,27.77143766,lc,24.79634013,26.67436846,20.3
485,76.35069366,29.13006318,lc,21.29493139,21.42225534,17.5
486,77.18448323,30.89487469,lc,14.5467618,14.32394488,11.2
487,79.65264887,33.41818224,lc,25.91042474,26.10141067,19.1
488,80.04135208,35.02833456,lc,9.740282517,9.517465597,8.7
489,76.34695215,35.0485937,lc,21.13577644,20.94479051,16.9
490,74.97647877,35.88886738,lc,6.493521678,6.238873769,4
491,73.8540187,35.73538489,lc,15.21521256,15.21521256,16.1
492,77.42007709,37.76466715,lc,9.421972631,9.230986699,7.6
493,70.2196246,38.38712496,lc,19.32141009,19.19408614,15.2
494,67.76189002,30.43504451,lc,23.4912696,22.75915686,18.1
495,65.46931234,30.51620665,bp,0.97,1.16,1.9
496,62.75886194,32.17244553,bp,5.188451145,0,4.6
497,62.83598611,32.38315023,bp,5.188451145,4.997465213,4.1
498,62.73805981,32.37356792,bp,5.729577951,6.143380803,6.8
499,62.50257071,32.29219417,bp,1.74,1.76,2.7
500,63.6315446,32.08153208,lc,13.973804,13.91014203,11.8
501,65.9281761,32.72584852,lc,17.57070572,17.57070572,15.4
502,69.47743055,33.58208336,lc,21.2631004,21.07211447,20.1
503,66.86120879,36.2680212,bp,3.14,3.21492985,3.6
504,67.11169432,36.22232194,bp,1.72,2,4.1
505,67.65390574,36.89160661,sorbus comixta,4.61549335,4.83831027,5.5
506,67.65390574,36.89160661,sorbus comixta,1.31,1.38,3.1
507,69.58956849,37.11817715,lc,22.95014279,23.10929774,19.8
508,68.73916023,38.74962188,lc,16.64760705,16.774931,16.5
509,67.9063667,39.2151614,bp,2.44,2.58,3.8
510,67.73705184,39.14414926,bp,2.96,3.087605896,3
511,67.84907909,39.24303193,bp,0.95,1.13,2.8
512,63.55330748,36.84106392,bp,2.28,2.5,3.3
513,63.41614381,36.98661847,bp,4.15,4.424507418,5.5
514,63.15066847,37.09269043,bp,7.766761223,8.116902098,8.6
515,64.47943154,39.22419774,bp,3.9,4.169859509,5.3
516,60.59653235,40.15482132,lc,20.75380458,19.98986085,17.3
517,60.44240226,41.84486072,lc,22.31352302,22.31352302,17.5
518,64.28107037,43.21566661,bp,7.480282325,7.734930234,8.3
519,64.45445205,42.87661827,bp,2.98,3.183098862,4
520,65.02295605,42.57057809,lc,16.74310001,16.58394507,15.2
521,64.85158857,43.13719756,bp,13.65549412,13.62366313,7
522,66.32444656,41.80084348,lc,20.75380458,21.10394545,16.3
523,67.95959361,41.93686901,lc,16.20197321,15.91549431,14.9
524,62.97837214,45.19619499,lc,12.22309963,12.06394469,10.1
525,61.94481401,46.08583472,lc,16.61577606,16.2338042,16.8
526,61.10060927,47.54165741,lc,20.1490158,20.65831161,16
527,67.45406449,49.08089915,lc,22.28169203,22.21803006,18
528,72.09302751,49.26664568,lc,6.079718826,5.888732894,5.5
529,74.67322132,48.33377764,lc,22.91831181,23.10929774,16.6
530,82.2771816,6.181643517,bp,3.596901714,3.69239468,3.8
531,82.398578,6.342940154,bp,7.416620348,8.148733086,7.9
532,82.92898059,8.091046038,lc,27.91577702,28.07493196,21.7
533,83.63959516,6.360067805,lc,25.05098804,24.82817112,21.8
534,83.8089203,5.485216772,lc,25.11465002,24.92366409,19.7
535,84.70086254,5.200083036,bp,5.188451145,5.379437077,6.6
536,84.69580901,5.021426707,bp,9.167324722,9.549296586,7.3
537,84.7677858,4.890266895,bp,2.74,2.52,2.5
538,89.53809658,4.436852978,lc,29.15718557,29.66648139,18.3
539,88.61130777,9.007369109,lc,29.82563634,30.30310116,19.9
540,91.85943587,1.694194958,lc,9.549296586,9.517465597,6.6
541,91.22143586,2.53265348,lc,20.84929755,21.00845249,15.2
541.5,92.83453102,2.690550734,sb,0.36,0,0
542,92.45475231,-0.896310466,lc,22.88648082,23.39577663,18.7
543,98.58268644,3.082600863,sb,1.04,1.18,2
544,97.56394211,3.325382171,lc,18.78028328,18.52563538,15.4
545,97.3544605,4.010256076,lc,9.294648677,9.230986699,8.2
546,95.04849198,4.554119361,bp,3.1,3.278591828,3.9
547,94.88346218,4.51163672,bp,5.02,0,3.2
548,94.79070922,4.61880352,bp,1.14,1.48,3
549,94.80229873,4.486279399,bp,0.6,0.93,1.8
550,90.28277833,5.27271456,lc,17.66619868,17.3478888,13.2
551,91.70171221,8.747952384,lc,16.07464925,16.07464925,13.9
552,98.22775695,9.120955211,lc,11.58647986,11.52281788,8.3
553,98.67089141,9.954675612,lc,18.01633956,18.20732549,14.1
554,97.42415448,12.39218624,lc,29.15718557,29.38000249,19.5
555,94.14022264,10.78758683,lc,12.76422644,0,12
556,91.84586406,12.59664361,lc,24.70084717,24.3188753,17.1
557,92.64671591,14.82786361,bp,1.59,1.73,2.2
558,92.55862002,15.18793562,bp,1.8,2.07,2.8
559,92.64495124,14.96211027,bp,1.47,1.52,1.9
560,93.71859531,15.24041505,lc,18.36648043,18.93943823,17
561,91.59765102,16.18069231,lc,20.1490158,20.21267777,18.5
562,95.6014386,17.18276988,bp,5.76140894,5.602253997,6.6
563,95.58285597,17.39667151,bp,5.347606088,5.793239929,9
564,97.58171639,16.38370679,lc,27.4064812,27.43831219,19.4
565,99.86715638,14.21097374,bp,9.103662745,9.485634608,10.4
566,99.86214034,14.44296951,bp,4.647324338,5.124789168,4.8
567,99.96654436,14.22259631,bp,1.97,2.514648101,3.8
568,99.70532186,14.53133218,bp,2.59,2.99211293,3.9
569,99.71403399,14.52642315,bp,4.106197532,4.201690498,4.6
570,98.00796037,17.17995199,lc,7.798592212,0,5.6
571,97.34995522,19.97434371,sorbus comixta,4.13802852,4.392676429,5.7
572,91.53184234,19.84169949,lc,26.61070648,27.02450934,18.7
573,90.74999543,19.99738201,bp,5.188451145,5.634084985,5.1
574,83.93993405,11.65903479,lc,9.008169779,8.912676813,7.9
575,81.25451632,11.92989993,lc,22.72732587,22.91831181,18.9
576,81.41867433,14.90478168,lc,27.91577702,28.01126998,18.9
577,80.533973,15.86439449,lc,19.89436789,19.83070591,17.3
578,83.02635646,17.37877972,lc,15.78817035,15.69267739,10.7
579,84.90309446,16.94956496,lc,12.73239545,0,10.6
580,80.19,20,bp,2.18,2.44,2.2
581,80.51481274,20.5303043,bp,3.34,3.787887646,4
582,80.56663363,20.56044523,bp,1.03,1.17,1.7
583,80.56662864,20.70929876,bp,1.77,1.68,2.8
584,80.25721585,20.85238316,bp,2.08,2.14,2.1
585,80.24338945,20.51132229,bp,5.76140894,5.825070917,6
586,80.11953539,20.62162614,bp,5.188451145,5.092958179,5.9
587,80.32362871,20.6766378,bp,4.965634224,5.315775099,5.7
588,80.1790351,20.87649777,bp,3.15,2.864788976,2.4
589,79.93396239,20.82757894,bp,1.51,1.77,3.4
590,79.73633434,20.7357087,bp,1.28,1.66,2.5
591,79.77162816,20.80499032,bp,1.8,2.13,3.5
592,85.00413067,28.31452282,lc,14.5467618,14.92873366,12.8
593,89.29474852,23.80519649,lc,15.27887454,0,13.9
594,85.68100781,28.15715677,lc,14.45126883,14.29211389,10.3
595,84.7123931,29.98655162,bp,3,3.278591828,4.7
596,81.52727027,28.38446486,lc,24.3188753,24.15972036,17.2
597,80.27205126,29.83035672,lc,12.41408556,12.70056446,11.1
598,82.57926802,30.63736983,bp,6.843662553,7.352958371,6.8
599,84.3849414,33.2927054,bp,2.45,0,3
600,84.31111181,33.33741171,bp,7.416620348,7.703099246,9.9
601,84.22696695,33.21395056,bp,2.34,2.45,3.5
602,84.39664427,33.39525306,bp,0.61,0.9,2.2
603,85.80154232,33.7325363,lc,22.79098785,22.85464983,19
604,86.32851042,32.80400579,lc,17.31605781,17.12507188,15.9
605,87.66920763,32.57583027,lc,16.20197321,16.36112815,13.5
606,88.45195936,31.75853606,bp,6.875493542,7.384789359,8.9
607,88.32045732,31.801082,bp,1.16,1.85,3.4
608,88.3800251,31.52672032,bp,0.79,0.7,1.7
609,89.93156595,33.06982084,lc,27.31098823,27.34281922,17
610,90.05225505,34.9699088,lc,12.0321137,12.25493062,7.7
611,82.43576582,36.00226113,lc,27.4064812,28.32957987,18.5
612,79.93534086,35.43915595,bp,4.710986316,4.901972247,5.7
613,79.87601924,35.41228774,bp,0.85,1.05,2
614,79.76416585,37.65774049,lc,14.8332407,15.85183233,14.6
615,86.62078584,40.41217802,lc,25.178312,25.56028386,17.9
616,89.62737764,39.40642297,lc,22.40901599,22.6636639,16
617,90.55720333,22.62143557,bp,4.83831027,5.793239929,5.6
618,92.61174289,23.49118878,lc,27.66112911,27.94760801,18.8
619,91.67199248,24.6696939,lc,31.3216928,31.99014356,19.2
620,90.2890602,27.52444976,lc,13.81464906,13.94197301,11.3
621,93.72982659,27.92628498,lc,20.46732568,20.72197359,15.2
622,98.70103366,20.39511163,lc,15.05605762,14.64225476,11.7
623,96.00066041,28.50647839,lc,22.05887511,22.0907061,18.7
624,95.20667795,30.48878471,lc,16.93408594,17.57070572,15.3
625,97.04467916,31.58646174,lc,24.03239641,23.96873443,17.7
626,92.8000704,34.01298347,lc,20.18084678,20.84929755,15.7
627,93.03294613,38.72597495,lc,15.43802948,16.52028309,12.8
628,95.80065462,38.97308636,lc,9.581127574,9.549296586,5
629,96.336418,38.93599047,lc,13.46450819,13.49633917,10.9
630,96.3919738,39.69080163,lc,22.24986104,22.24986104,17.5
631,93.26882093,40.92050058,lc,18.27098747,18.14366351,17.7
632,0,0,0,0,15.91549431,6.1
633,99.53386061,43.14922618,lc,24.98732607,24.57352321,17.6
634,94.39006268,49.10683165,lc,25.27380496,25.08281903,18.9
635,85.52498148,40.22571183,bp,6.238873769,6.589014644,5.3
636,81.29212534,40.0530749,lc,14.70591674,14.8332407,10.1
637,80.82786934,40.5350954,lc,24.73267816,25.40112892,17.7
638,80.93955705,43.09779212,lc,21.32676237,21.16760743,17.2
639,82.78755641,43.61896894,bp,2.06,2.291831181,3.6
640,82.84745481,46.05158293,lc,10.75887415,11.14084602,9.3
641,86.6706479,45.79940307,lc,19.92619888,19.63971998,16.5
642,88.32428957,45.26793971,lc,26.80169242,26.83352341,20.4
643,88.7518532,49.13251538,lc,13.62366313,14.2602829,12.4
644,37.13282784,21.67303404,lc,19.00310021,19.51239602,16.2
645,37.62354536,24.05044353,lc,17.31605781,17.95267758,13.6
646,39.27848538,29.67677607,bp,2.55,2.960281942,3.7
